cliente_id,genero,rango_edad,distrito,tipo_cliente,monto_promedio_mensual,cantidad_transacciones_mes,tipo_transaccion_frecuente,frecuencia_uso_app,sesiones_mes,dias_desde_ultimo_login,interaccion_promociones,promociones_abiertas,cantidad_quejas,ultima_queja_dias,productos_activos,uso_biometria,notificaciones_activas,uso_pago_servicios,uso_transferencias,abandono
C0419,Masculino,46-60,Usulutan,Oro,3697,32,Mixto,27,12,4,Media,9,2,228,1,No,No,Si,No,No
C0420,Masculino,36-45,Apopa,Plata,124,15,Transferencias,18,21,97,Alta,2,2,147,2,Si,No,Si,Si,No
C0421,Femenino,46-60,San Miguel,Plata,433,13,Recargas,5,46,14,Ninguna,6,2,166,3,No,Si,Si,Si,No
C0422,Masculino,60+,Ahuachapan,Plata,620,41,PagoPrestamos,18,25,29,Alta,6,2,34,4,Si,No,Si,Si,No
C0423,Femenino,60+,Ahuachapan,Oro,4126,58,Transferencias,28,42,32,Ninguna,10,2,257,2,Si,No,Si,Si,No
C0424,Femenino,60+,Sonsonate,Plata,932,62,Recargas,20,40,74,Media,4,5,349,4,No,Si,No,Si,Si
C0425,Masculino,60+,Ahuachapan,Plata,191,27,TarjetaCredito,17,8,35,Baja,5,5,350,3,No,No,No,Si,No
C0426,Femenino,36-45,Soyapango,Plata,713,78,PagoPrestamos,1,45,34,Alta,0,5,345,2,No,No,No,Si,No
C0427,Masculino,60+,San Salvador,Oro,3751,77,Recargas,13,44,31,Ninguna,2,2,357,1,Si,No,No,Si,No
C0428,Femenino,18-25,Soyapango,Oro,2152,79,Mixto,10,46,91,Alta,3,1,120,4,No,Si,No,No,No
C0429,Masculino,18-25,Soyapango,Diamante,5909,25,Mixto,24,18,145,Ninguna,9,4,345,6,Si,Si,Si,Si,Si
C0430,Masculino,36-45,Ahuachapan,Oro,3986,69,TarjetaCredito,9,18,49,Alta,10,5,287,4,Si,No,Si,No,No
C0431,Femenino,46-60,Santa Tecla,Plata,630,7,Recargas,30,24,132,Media,6,0,273,4,No,Si,No,Si,No
C0432,Femenino,18-25,Ahuachapan,Oro,1925,22,Recargas,10,28,19,Media,1,1,321,6,Si,Si,No,No,No
C0433,Masculino,60+,Mejicanos,Oro,1442,31,Transferencias,25,16,87,Baja,9,0,318,4,Si,No,Si,Si,Si
C0434,Masculino,18-25,Apopa,Plata,968,39,TarjetaCredito,21,9,15,Alta,6,3,34,1,Si,Si,No,No,No
C0435,Femenino,18-25,Ahuachapan,Oro,4542,55,TarjetaCredito,20,43,159,Ninguna,1,0,174,6,Si,No,No,Si,Si
C0436,Masculino,18-25,San Salvador,Plata,169,62,Mixto,20,13,146,Baja,7,1,96,2,Si,Si,Si,Si,Si
C0437,Femenino,60+,Apopa,Plata,767,40,TarjetaCredito,11,20,149,Media,4,4,189,1,Si,Si,Si,Si,Si
C0438,Femenino,36-45,Soyapango,Diamante,6649,60,TarjetaCredito,23,5,87,Ninguna,5,1,297,5,No,No,No,No,Si
C0439,Masculino,18-25,Sonsonate,Oro,3032,28,PagoServicios,16,1,163,Media,5,1,193,2,No,Si,Si,No,Si
C0440,Masculino,18-25,Mejicanos,Plata,217,4,PagoServicios,7,29,49,Baja,4,5,90,2,No,Si,No,Si,Si
C0441,Masculino,26-35,San Salvador,Plata,368,15,Recargas,30,2,173,Ninguna,3,1,157,4,Si,No,No,Si,Si
C0442,Femenino,18-25,Santa Ana,Plata,233,55,Mixto,8,13,136,Baja,0,3,316,5,Si,No,Si,No,Si
C0443,Masculino,18-25,Santa Tecla,Oro,3082,61,Mixto,20,32,53,Alta,1,5,86,5,No,No,No,No,No
C0444,Masculino,36-45,Mejicanos,Plata,594,75,Mixto,2,31,68,Ninguna,3,4,113,2,No,Si,No,Si,Si
C0445,Femenino,46-60,Apopa,Plata,962,38,PagoPrestamos,17,36,21,Alta,5,1,118,5,Si,No,No,No,No
C0446,Femenino,46-60,Apopa,Plata,923,57,PagoServicios,9,18,97,Media,10,0,39,3,Si,No,Si,No,No
C0447,Masculino,18-25,Santa Ana,Plata,139,36,PagoServicios,23,22,50,Baja,9,5,71,6,No,Si,No,No,Si
C0448,Femenino,46-60,Apopa,Oro,3685,30,PagoServicios,24,31,167,Media,3,4,243,2,No,No,No,Si,No
C0449,Femenino,26-35,Apopa,Oro,2711,74,PagoServicios,10,29,115,Alta,0,4,256,6,No,No,Si,No,Si
C0450,Femenino,46-60,Usulutan,Plata,701,78,TarjetaCredito,19,3,35,Baja,6,1,196,2,No,Si,No,Si,Si
C0451,Femenino,18-25,Mejicanos,Plata,562,5,Mixto,20,6,43,Media,7,0,14,2,Si,Si,No,No,No
C0452,Masculino,26-35,Santa Tecla,Oro,2863,42,PagoPrestamos,13,24,132,Media,2,0,57,2,No,No,Si,No,No
C0453,Masculino,26-35,Soyapango,Plata,937,65,Mixto,22,31,40,Baja,7,4,142,2,Si,Si,No,Si,Si
C0454,Femenino,60+,Soyapango,Plata,682,37,Mixto,29,30,118,Alta,7,4,178,6,No,No,Si,No,Si
C0455,Masculino,26-35,Ahuachapan,Oro,2576,6,PagoServicios,29,12,178,Alta,2,4,141,6,No,Si,Si,No,Si
C0456,Femenino,60+,Santa Ana,Diamante,5862,27,TarjetaCredito,2,33,83,Ninguna,7,3,14,1,No,No,No,No,Si
C0457,Masculino,46-60,San Salvador,Plata,217,9,Transferencias,18,21,171,Ninguna,10,5,125,6,No,Si,No,No,Si
C0458,Masculino,26-35,San Salvador,Oro,2205,2,Mixto,9,35,100,Alta,2,1,226,3,Si,Si,Si,Si,No
C0459,Femenino,18-25,Usulutan,Oro,3704,1,Transferencias,25,25,176,Ninguna,6,2,104,2,No,Si,Si,Si,Si
C0460,Masculino,46-60,San Salvador,Diamante,6575,13,Mixto,6,44,171,Media,2,0,23,4,Si,No,No,Si,No
C0461,Masculino,60+,Apopa,Diamante,6752,2,PagoPrestamos,21,7,91,Media,5,2,7,4,Si,No,Si,Si,No
C0462,Femenino,60+,Mejicanos,Plata,323,73,PagoServicios,9,50,153,Alta,1,3,308,3,No,Si,No,Si,Si
C0463,Femenino,46-60,Santa Ana,Plata,723,2,PagoServicios,1,29,97,Media,9,4,64,3,Si,No,Si,Si,Si
C0464,Masculino,26-35,Mejicanos,Plata,306,77,PagoPrestamos,24,14,164,Media,5,0,69,3,No,Si,No,No,No
C0465,Masculino,26-35,Mejicanos,Plata,310,49,TarjetaCredito,11,43,63,Media,2,5,227,6,Si,Si,No,Si,Si
C0466,Masculino,18-25,San Miguel,Diamante,6423,65,Transferencias,14,38,140,Media,7,1,160,2,Si,Si,No,Si,No
C0467,Masculino,36-45,Santa Tecla,Plata,750,49,PagoServicios,16,31,20,Ninguna,7,2,217,5,No,Si,No,Si,No
C0468,Femenino,46-60,Santa Ana,Oro,3438,60,Recargas,15,10,141,Media,4,5,193,5,No,Si,No,Si,Si
C0469,Femenino,26-35,San Miguel,Diamante,9102,51,Mixto,12,47,95,Ninguna,6,3,251,3,Si,No,Si,Si,No
C0470,Femenino,60+,San Miguel,Plata,546,48,Mixto,2,50,89,Ninguna,10,4,198,4,Si,Si,No,Si,Si
C0471,Femenino,18-25,San Miguel,Plata,566,2,Transferencias,25,10,65,Media,1,1,330,6,No,No,Si,Si,No
C0472,Femenino,26-35,Apopa,Plata,409,12,Transferencias,21,43,97,Baja,9,4,177,2,No,Si,No,No,Si
C0473,Masculino,26-35,Sonsonate,Plata,171,22,PagoServicios,12,27,134,Baja,2,3,361,2,Si,No,Si,Si,Si
C0474,Femenino,60+,Soyapango,Plata,160,57,Mixto,30,49,49,Ninguna,9,2,56,6,Si,Si,No,Si,No
C0475,Femenino,18-25,Santa Tecla,Plata,130,35,Transferencias,22,31,124,Alta,9,5,22,1,Si,Si,No,No,Si
C0476,Femenino,46-60,Mejicanos,Oro,2519,49,TarjetaCredito,2,22,80,Baja,5,1,170,1,Si,No,No,Si,Si
C0477,Masculino,60+,Santa Ana,Oro,4896,61,TarjetaCredito,14,49,63,Ninguna,10,2,97,1,No,Si,No,Si,Si
C0478,Femenino,46-60,Soyapango,Oro,4028,13,Mixto,13,6,89,Ninguna,4,3,311,2,Si,Si,Si,No,No
C0479,Masculino,36-45,Usulutan,Diamante,8656,22,Mixto,23,8,123,Media,1,5,55,4,Si,Si,No,No,Si
C0480,Femenino,26-35,Santa Tecla,Oro,1505,43,PagoServicios,30,9,136,Ninguna,9,5,308,1,No,No,No,No,Si
C0481,Masculino,26-35,Santa Tecla,Plata,189,74,Recargas,5,22,151,Alta,5,1,195,5,Si,No,Si,Si,No
C0482,Femenino,46-60,Mejicanos,Oro,3783,2,TarjetaCredito,28,9,133,Media,7,5,162,2,No,Si,No,No,Si
C0483,Masculino,60+,Santa Tecla,Plata,781,16,Recargas,28,45,8,Baja,9,4,245,6,Si,No,No,No,Si
C0484,Masculino,36-45,San Miguel,Oro,4474,23,PagoPrestamos,24,15,179,Alta,6,5,154,6,Si,Si,No,No,No
C0485,Femenino,46-60,Mejicanos,Oro,1295,71,PagoPrestamos,4,47,72,Media,2,2,166,5,Si,No,No,Si,No
C0486,Masculino,46-60,Sonsonate,Plata,248,47,Mixto,28,48,50,Alta,9,5,53,6,Si,No,No,Si,No
C0487,Masculino,18-25,Mejicanos,Diamante,5430,20,Mixto,24,8,131,Baja,6,5,126,1,Si,Si,No,No,Si
C0488,Femenino,60+,San Miguel,Oro,4178,49,Recargas,21,43,168,Ninguna,10,0,228,3,Si,Si,Si,Si,No
C0489,Masculino,46-60,Usulutan,Plata,700,24,PagoPrestamos,16,31,70,Alta,10,5,360,4,No,Si,Si,No,Si
C0490,Masculino,60+,San Miguel,Plata,817,75,TarjetaCredito,23,36,137,Ninguna,10,4,64,2,Si,Si,Si,Si,Si
C0491,Femenino,36-45,Santa Ana,Plata,688,5,Transferencias,4,11,22,Baja,8,4,153,3,Si,No,Si,Si,No
C0492,Femenino,18-25,Usulutan,Diamante,9376,67,Recargas,20,29,35,Ninguna,8,4,262,2,Si,Si,Si,Si,Si
C0493,Masculino,26-35,Santa Tecla,Oro,4922,80,PagoPrestamos,3,39,141,Baja,8,1,131,3,No,Si,No,No,Si
C0494,Masculino,36-45,Apopa,Diamante,6670,25,Mixto,12,5,161,Baja,9,5,337,6,Si,No,Si,No,No
C0495,Femenino,46-60,San Salvador,Diamante,7213,12,Recargas,30,8,136,Ninguna,5,0,140,2,Si,No,Si,Si,Si
C0496,Femenino,26-35,Apopa,Diamante,6012,63,Transferencias,17,12,134,Baja,5,5,359,5,No,No,Si,Si,Si
C0497,Masculino,36-45,Apopa,Plata,925,17,Recargas,1,35,141,Ninguna,10,4,263,6,Si,Si,Si,No,Si
C0498,Femenino,18-25,Mejicanos,Oro,3778,46,PagoPrestamos,17,27,180,Media,4,3,142,4,Si,No,Si,No,Si
C0499,Femenino,36-45,Santa Ana,Oro,3990,11,Mixto,10,6,42,Alta,8,4,253,1,No,Si,No,No,No
C0500,Masculino,46-60,San Salvador,Oro,4056,68,Mixto,20,46,108,Baja,0,5,311,4,Si,Si,Si,Si,Si
